filename,label,source,target,path
wb1396-10-2.jpg,Betula alleghaniensis,lab,25,dataset/images/lab/betula_alleghaniensis/wb1396-10-2.jpg
wb1044-06-3.jpg,Sassafras albidum,lab,18,dataset/images/lab/sassafras_albidum/wb1044-06-3.jpg
12995309748933.jpg,Abies concolor,field,0,dataset/images/field/abies_concolor/12995309748933.jpg
pi2177-08-4.jpg,Asimina triloba,lab,2,dataset/images/lab/asimina_triloba/pi2177-08-4.jpg
pi2614-01-3.jpg,Ulmus rubra,lab,29,dataset/images/lab/ulmus_rubra/pi2614-01-3.jpg
wb1163-05-2.jpg,Populus deltoides,lab,16,dataset/images/lab/populus_deltoides/wb1163-05-2.jpg
wb1087-03-4.jpg,Tsuga canadensis,lab,21,dataset/images/lab/tsuga_canadensis/wb1087-03-4.jpg
pi0015-02-2.jpg,Cercis canadensis,lab,7,dataset/images/lab/cercis_canadensis/pi0015-02-2.jpg
wb1412-08-1.jpg,Castanea dentata,lab,5,dataset/images/lab/castanea_dentata/wb1412-08-1.jpg
pi2478-02-2.jpg,Robinia pseudo-acacia,lab,17,dataset/images/lab/robinia_pseudo-acacia/pi2478-02-2.jpg
ny1157-22-4.jpg,Abies concolor,lab,0,dataset/images/lab/abies_concolor/ny1157-22-4.jpg
13291724507900.jpg,Ulmus pumila,field,23,dataset/images/field/ulmus_pumila/13291724507900.jpg
wb1001-04-1.jpg,Fagus grandifolia,lab,9,dataset/images/lab/fagus_grandifolia/wb1001-04-1.jpg
pi2217-02-1.jpg,Chionanthus virginicus,lab,27,dataset/images/lab/chionanthus_virginicus/pi2217-02-1.jpg
pi2492-10-2.jpg,Cercis canadensis,lab,7,dataset/images/lab/cercis_canadensis/pi2492-10-2.jpg
pi2216-07-1.jpg,Chionanthus virginicus,lab,27,dataset/images/lab/chionanthus_virginicus/pi2216-07-1.jpg
pi2179-05-3.jpg,Asimina triloba,lab,2,dataset/images/lab/asimina_triloba/pi2179-05-3.jpg
1259118878_0011.jpg,Morus alba,field,14,dataset/images/field/morus_alba/1259118878_0011.jpg
wb1085-10-3.jpg,Tsuga canadensis,lab,21,dataset/images/lab/tsuga_canadensis/wb1085-10-3.jpg
ny1048-07-3.jpg,Ulmus pumila,lab,23,dataset/images/lab/ulmus_pumila/ny1048-07-3.jpg
wb1086-07-1.jpg,Tsuga canadensis,lab,21,dataset/images/lab/tsuga_canadensis/wb1086-07-1.jpg
ny1141-03-1.jpg,Tilia cordata,lab,19,dataset/images/lab/tilia_cordata/ny1141-03-1.jpg
13291689606886.jpg,Larix decidua,field,11,dataset/images/field/larix_decidua/13291689606886.jpg
pi1041-01-1.jpg,Cercis canadensis,lab,7,dataset/images/lab/cercis_canadensis/pi1041-01-1.jpg
ny1050-09-1.jpg,Ulmus pumila,lab,23,dataset/images/lab/ulmus_pumila/ny1050-09-1.jpg
pi2477-04-4.jpg,Robinia pseudo-acacia,lab,17,dataset/images/lab/robinia_pseudo-acacia/pi2477-04-4.jpg
pi2613-01-2.jpg,Ulmus rubra,lab,29,dataset/images/lab/ulmus_rubra/pi2613-01-2.jpg
ny1074-01-3.jpg,Ulmus glabra,lab,22,dataset/images/lab/ulmus_glabra/ny1074-01-3.jpg
wb1414-07-4.jpg,Castanea dentata,lab,5,dataset/images/lab/castanea_dentata/wb1414-07-4.jpg
pi0034-07-3.jpg,Chionanthus virginicus,lab,27,dataset/images/lab/chionanthus_virginicus/pi0034-07-3.jpg
pi2216-06-2.jpg,Chionanthus virginicus,lab,27,dataset/images/lab/chionanthus_virginicus/pi2216-06-2.jpg
12995309749691.jpg,Abies concolor,field,0,dataset/images/field/abies_concolor/12995309749691.jpg
ny1031-06-4.jpg,Toona sinensis,lab,20,dataset/images/lab/toona_sinensis/ny1031-06-4.jpg
ny1022-10-2.jpg,Larix decidua,lab,11,dataset/images/lab/larix_decidua/ny1022-10-2.jpg
pi0078-04-4.jpg,Robinia pseudo-acacia,lab,17,dataset/images/lab/robinia_pseudo-acacia/pi0078-04-4.jpg
wb1396-04-2.jpg,Betula alleghaniensis,lab,25,dataset/images/lab/betula_alleghaniensis/wb1396-04-2.jpg
ny1031-08-4.jpg,Toona sinensis,lab,20,dataset/images/lab/toona_sinensis/ny1031-08-4.jpg
12995309744055.jpg,Abies concolor,field,0,dataset/images/field/abies_concolor/12995309744055.jpg
pi2614-05-1.jpg,Ulmus rubra,lab,29,dataset/images/lab/ulmus_rubra/pi2614-05-1.jpg
ny1075-11-3.jpg,Ulmus glabra,lab,22,dataset/images/lab/ulmus_glabra/ny1075-11-3.jpg
pi2767-07-3.jpg,Gleditsia triacanthos,lab,10,dataset/images/lab/gleditsia_triacanthos/pi2767-07-3.jpg
wb1165-06-3.jpg,Populus deltoides,lab,16,dataset/images/lab/populus_deltoides/wb1165-06-3.jpg
pi2534-02-2.jpg,Ulmus rubra,lab,29,dataset/images/lab/ulmus_rubra/pi2534-02-2.jpg
1258770451_0002.jpg,Ulmus pumila,field,23,dataset/images/field/ulmus_pumila/1258770451_0002.jpg
ny1024-07-4.jpg,Larix decidua,lab,11,dataset/images/lab/larix_decidua/ny1024-07-4.jpg
13002220990304.jpg,Tilia cordata,field,19,dataset/images/field/tilia_cordata/13002220990304.jpg
ny1049-06-3.jpg,Ulmus pumila,lab,23,dataset/images/lab/ulmus_pumila/ny1049-06-3.jpg
ny1035-08-2.jpg,Betula jacqemontii,lab,3,dataset/images/lab/betula_jacqemontii/ny1035-08-2.jpg
ny1015-03-4.jpg,Carpinus betulus,lab,4,dataset/images/lab/carpinus_betulus/ny1015-03-4.jpg
13001240197576.jpg,Asimina triloba,field,2,dataset/images/field/asimina_triloba/13001240197576.jpg
13001959998816.jpg,Magnolia acuminata,field,12,dataset/images/field/magnolia_acuminata/13001959998816.jpg
wb1047-03-3.jpg,Morus alba,lab,14,dataset/images/lab/morus_alba/wb1047-03-3.jpg
wb1264-04-4.jpg,Paulownia tomentosa,lab,15,dataset/images/lab/paulownia_tomentosa/wb1264-04-4.jpg
13002223737145.jpg,Tsuga canadensis,field,21,dataset/images/field/tsuga_canadensis/13002223737145.jpg
ny1037-10-3.jpg,Betula jacqemontii,lab,3,dataset/images/lab/betula_jacqemontii/ny1037-10-3.jpg
13001931309851.jpg,Ficus carica,field,28,dataset/images/field/ficus_carica/13001931309851.jpg
wb1459-07-1.jpg,Magnolia grandiflora,lab,13,dataset/images/lab/magnolia_grandiflora/wb1459-07-1.jpg
pi2180-09-2.jpg,Asimina triloba,lab,2,dataset/images/lab/asimina_triloba/pi2180-09-2.jpg
13001200148897.jpg,Albizia julibrissin,field,24,dataset/images/field/albizia_julibrissin/13001200148897.jpg
wb1048-01-1.jpg,Morus alba,lab,14,dataset/images/lab/morus_alba/wb1048-01-1.jpg
wb1048-07-1.jpg,Morus alba,lab,14,dataset/images/lab/morus_alba/wb1048-07-1.jpg
wb1043-02-3.jpg,Sassafras albidum,lab,18,dataset/images/lab/sassafras_albidum/wb1043-02-3.jpg
pi2179-02-1.jpg,Asimina triloba,lab,2,dataset/images/lab/asimina_triloba/pi2179-02-1.jpg
ny1048-06-4.jpg,Ulmus pumila,lab,23,dataset/images/lab/ulmus_pumila/ny1048-06-4.jpg
pi2613-09-3.jpg,Ulmus rubra,lab,29,dataset/images/lab/ulmus_rubra/pi2613-09-3.jpg
pi2178-10-2.jpg,Asimina triloba,lab,2,dataset/images/lab/asimina_triloba/pi2178-10-2.jpg
ny1048-03-3.jpg,Ulmus pumila,lab,23,dataset/images/lab/ulmus_pumila/ny1048-03-3.jpg
12992000506962.jpg,Eucommia ulmoides,field,8,dataset/images/field/eucommia_ulmoides/12992000506962.jpg
pi2769-10-3.jpg,Gleditsia triacanthos,lab,10,dataset/images/lab/gleditsia_triacanthos/pi2769-10-3.jpg
ny1157-03-2.jpg,Abies concolor,lab,0,dataset/images/lab/abies_concolor/ny1157-03-2.jpg
ny1080-06-1.jpg,Acer campestre,lab,1,dataset/images/lab/acer_campestre/ny1080-06-1.jpg
13291661486241.jpg,Betula alleghaniensis,field,25,dataset/images/field/betula_alleghaniensis/13291661486241.jpg
13001959999856.jpg,Magnolia acuminata,field,12,dataset/images/field/magnolia_acuminata/13001959999856.jpg
1259118878_0001.jpg,Morus alba,field,14,dataset/images/field/morus_alba/1259118878_0001.jpg
ny1023-01-1.jpg,Larix decidua,lab,11,dataset/images/lab/larix_decidua/ny1023-01-1.jpg
13291717346494.jpg,Ulmus glabra,field,22,dataset/images/field/ulmus_glabra/13291717346494.jpg
wb1458-05-3.jpg,Magnolia grandiflora,lab,13,dataset/images/lab/magnolia_grandiflora/wb1458-05-3.jpg
pi2767-03-1.jpg,Gleditsia triacanthos,lab,10,dataset/images/lab/gleditsia_triacanthos/pi2767-03-1.jpg
12995309746810.jpg,Abies concolor,field,0,dataset/images/field/abies_concolor/12995309746810.jpg
ny1079-05-4.jpg,Acer campestre,lab,1,dataset/images/lab/acer_campestre/ny1079-05-4.jpg
pi0015-09-3.jpg,Cercis canadensis,lab,7,dataset/images/lab/cercis_canadensis/pi0015-09-3.jpg
pi2784-04-3.jpg,Catalpa bignonioides,lab,26,dataset/images/lab/catalpa_bignonioides/pi2784-04-3.jpg
ny1075-05-4.jpg,Ulmus glabra,lab,22,dataset/images/lab/ulmus_glabra/ny1075-05-4.jpg
pi2492-02-2.jpg,Cercis canadensis,lab,7,dataset/images/lab/cercis_canadensis/pi2492-02-2.jpg
wb1370-06-1.jpg,Ficus carica,lab,28,dataset/images/lab/ficus_carica/wb1370-06-1.jpg
pi2768-08-3.jpg,Gleditsia triacanthos,lab,10,dataset/images/lab/gleditsia_triacanthos/pi2768-08-3.jpg
wb1164-02-2.jpg,Populus deltoides,lab,16,dataset/images/lab/populus_deltoides/wb1164-02-2.jpg
wb1396-03-3.jpg,Betula alleghaniensis,lab,25,dataset/images/lab/betula_alleghaniensis/wb1396-03-3.jpg
ny1179-08-4.jpg,Abies concolor,lab,0,dataset/images/lab/abies_concolor/ny1179-08-4.jpg
wb1412-03-4.jpg,Castanea dentata,lab,5,dataset/images/lab/castanea_dentata/wb1412-03-4.jpg
ny1074-10-1.jpg,Ulmus glabra,lab,22,dataset/images/lab/ulmus_glabra/ny1074-10-1.jpg
wb1414-07-3.jpg,Castanea dentata,lab,5,dataset/images/lab/castanea_dentata/wb1414-07-3.jpg
pi2783-10-2.jpg,Catalpa bignonioides,lab,26,dataset/images/lab/catalpa_bignonioides/pi2783-10-2.jpg
pi2718-02-1.jpg,Catalpa bignonioides,lab,26,dataset/images/lab/catalpa_bignonioides/pi2718-02-1.jpg
pi2615-09-1.jpg,Ulmus rubra,lab,29,dataset/images/lab/ulmus_rubra/pi2615-09-1.jpg
pi2615-10-1.jpg,Ulmus rubra,lab,29,dataset/images/lab/ulmus_rubra/pi2615-10-1.jpg
wb1372-03-3.jpg,Ficus carica,lab,28,dataset/images/lab/ficus_carica/wb1372-03-3.jpg
wb1048-03-2.jpg,Morus alba,lab,14,dataset/images/lab/morus_alba/wb1048-03-2.jpg
wb1581-09-3.jpg,Albizia julibrissin,lab,24,dataset/images/lab/albizia_julibrissin/wb1581-09-3.jpg
wb1085-04-4.jpg,Tsuga canadensis,lab,21,dataset/images/lab/tsuga_canadensis/wb1085-04-4.jpg
pi2216-01-3.jpg,Chionanthus virginicus,lab,27,dataset/images/lab/chionanthus_virginicus/pi2216-01-3.jpg
ny1141-06-3.jpg,Tilia cordata,lab,19,dataset/images/lab/tilia_cordata/ny1141-06-3.jpg
13291736095581.jpg,Ulmus pumila,field,23,dataset/images/field/ulmus_pumila/13291736095581.jpg
pi2177-01-4.jpg,Asimina triloba,lab,2,dataset/images/lab/asimina_triloba/pi2177-01-4.jpg
ny1179-04-2.jpg,Abies concolor,lab,0,dataset/images/lab/abies_concolor/ny1179-04-2.jpg
ny1138-08-3.jpg,Cedrus atlantica,lab,6,dataset/images/lab/cedrus_atlantica/ny1138-08-3.jpg
pi2179-10-4.jpg,Asimina triloba,lab,2,dataset/images/lab/asimina_triloba/pi2179-10-4.jpg
ny1138-04-1.jpg,Cedrus atlantica,lab,6,dataset/images/lab/cedrus_atlantica/ny1138-04-1.jpg
wb1263-10-3.jpg,Paulownia tomentosa,lab,15,dataset/images/lab/paulownia_tomentosa/wb1263-10-3.jpg
pi2181-04-3.jpg,Asimina triloba,lab,2,dataset/images/lab/asimina_triloba/pi2181-04-3.jpg
wb1087-06-4.jpg,Tsuga canadensis,lab,21,dataset/images/lab/tsuga_canadensis/wb1087-06-4.jpg
pi2784-02-4.jpg,Catalpa bignonioides,lab,26,dataset/images/lab/catalpa_bignonioides/pi2784-02-4.jpg
13002223733358.jpg,Tsuga canadensis,field,21,dataset/images/field/tsuga_canadensis/13002223733358.jpg
wb1217-07-3.jpg,Ulmus rubra,lab,29,dataset/images/lab/ulmus_rubra/wb1217-07-3.jpg
wb1048-05-2.jpg,Morus alba,lab,14,dataset/images/lab/morus_alba/wb1048-05-2.jpg
ny1048-08-4.jpg,Ulmus pumila,lab,23,dataset/images/lab/ulmus_pumila/ny1048-08-4.jpg
ny1075-11-1.jpg,Ulmus glabra,lab,22,dataset/images/lab/ulmus_glabra/ny1075-11-1.jpg
wb1164-03-4.jpg,Populus deltoides,lab,16,dataset/images/lab/populus_deltoides/wb1164-03-4.jpg
pi2613-03-2.jpg,Ulmus rubra,lab,29,dataset/images/lab/ulmus_rubra/pi2613-03-2.jpg
ny1075-05-1.jpg,Ulmus glabra,lab,22,dataset/images/lab/ulmus_glabra/ny1075-05-1.jpg
pi2769-05-3.jpg,Gleditsia triacanthos,lab,10,dataset/images/lab/gleditsia_triacanthos/pi2769-05-3.jpg
13291788888990.jpg,Castanea dentata,field,5,dataset/images/field/castanea_dentata/13291788888990.jpg
wb1413-04-2.jpg,Castanea dentata,lab,5,dataset/images/lab/castanea_dentata/wb1413-04-2.jpg
ny1081-08-1.jpg,Acer campestre,lab,1,dataset/images/lab/acer_campestre/ny1081-08-1.jpg
13001305190353.jpg,Chionanthus virginicus,field,27,dataset/images/field/chionanthus_virginicus/13001305190353.jpg
ny1080-05-3.jpg,Acer campestre,lab,1,dataset/images/lab/acer_campestre/ny1080-05-3.jpg
13291736095272.jpg,Ulmus pumila,field,23,dataset/images/field/ulmus_pumila/13291736095272.jpg
ny1014-05-3.jpg,Carpinus betulus,lab,4,dataset/images/lab/carpinus_betulus/ny1014-05-3.jpg
ny1157-30-3.jpg,Abies concolor,lab,0,dataset/images/lab/abies_concolor/ny1157-30-3.jpg
wb1085-08-2.jpg,Tsuga canadensis,lab,21,dataset/images/lab/tsuga_canadensis/wb1085-08-2.jpg
wb1412-01-3.jpg,Castanea dentata,lab,5,dataset/images/lab/castanea_dentata/wb1412-01-3.jpg
ny1049-07-2.jpg,Ulmus pumila,lab,23,dataset/images/lab/ulmus_pumila/ny1049-07-2.jpg
pi2784-01-4.jpg,Catalpa bignonioides,lab,26,dataset/images/lab/catalpa_bignonioides/pi2784-01-4.jpg
13002220992109.jpg,Tilia cordata,field,19,dataset/images/field/tilia_cordata/13002220992109.jpg
pi2768-08-1.jpg,Gleditsia triacanthos,lab,10,dataset/images/lab/gleditsia_triacanthos/pi2768-08-1.jpg
pi0015-08-1.jpg,Cercis canadensis,lab,7,dataset/images/lab/cercis_canadensis/pi0015-08-1.jpg
13291689600653.jpg,Larix decidua,field,11,dataset/images/field/larix_decidua/13291689600653.jpg
12992000178894.jpg,Eucommia ulmoides,field,8,dataset/images/field/eucommia_ulmoides/12992000178894.jpg
wb1396-06-1.jpg,Betula alleghaniensis,lab,25,dataset/images/lab/betula_alleghaniensis/wb1396-06-1.jpg
wb1163-05-4.jpg,Populus deltoides,lab,16,dataset/images/lab/populus_deltoides/wb1163-05-4.jpg
13002220994119.jpg,Tilia cordata,field,19,dataset/images/field/tilia_cordata/13002220994119.jpg
13002222495425.jpg,Toona sinensis,field,20,dataset/images/field/toona_sinensis/13002222495425.jpg
wb1459-08-1.jpg,Magnolia grandiflora,lab,13,dataset/images/lab/magnolia_grandiflora/wb1459-08-1.jpg
pi2479-03-1.jpg,Robinia pseudo-acacia,lab,17,dataset/images/lab/robinia_pseudo-acacia/pi2479-03-1.jpg
wb1219-06-2.jpg,Ulmus rubra,lab,29,dataset/images/lab/ulmus_rubra/wb1219-06-2.jpg
13002228280448.jpg,Ulmus rubra,field,29,dataset/images/field/ulmus_rubra/13002228280448.jpg
pi2479-02-1.jpg,Robinia pseudo-acacia,lab,17,dataset/images/lab/robinia_pseudo-acacia/pi2479-02-1.jpg
ny1014-09-3.jpg,Carpinus betulus,lab,4,dataset/images/lab/carpinus_betulus/ny1014-09-3.jpg
pi2217-09-3.jpg,Chionanthus virginicus,lab,27,dataset/images/lab/chionanthus_virginicus/pi2217-09-3.jpg
pi2177-06-4.jpg,Asimina triloba,lab,2,dataset/images/lab/asimina_triloba/pi2177-06-4.jpg
12992000828114.jpg,Eucommia ulmoides,field,8,dataset/images/field/eucommia_ulmoides/12992000828114.jpg
wb1580-08-2.jpg,Albizia julibrissin,lab,24,dataset/images/lab/albizia_julibrissin/wb1580-08-2.jpg
wb1582-06-3.jpg,Albizia julibrissin,lab,24,dataset/images/lab/albizia_julibrissin/wb1582-06-3.jpg
13002222494133.jpg,Toona sinensis,field,20,dataset/images/field/toona_sinensis/13002222494133.jpg
13291670644026.jpg,Fagus grandifolia,field,9,dataset/images/field/fagus_grandifolia/13291670644026.jpg
wb1002-02-2.jpg,Fagus grandifolia,lab,9,dataset/images/lab/fagus_grandifolia/wb1002-02-2.jpg
pi2480-01-4.jpg,Robinia pseudo-acacia,lab,17,dataset/images/lab/robinia_pseudo-acacia/pi2480-01-4.jpg
ny1142-07-4.jpg,Tilia cordata,lab,19,dataset/images/lab/tilia_cordata/ny1142-07-4.jpg
ny1031-04-3.jpg,Toona sinensis,lab,20,dataset/images/lab/toona_sinensis/ny1031-04-3.jpg
13002228287890.jpg,Ulmus rubra,field,29,dataset/images/field/ulmus_rubra/13002228287890.jpg
13002220991987.jpg,Tilia cordata,field,19,dataset/images/field/tilia_cordata/13002220991987.jpg
13291670642991.jpg,Fagus grandifolia,field,9,dataset/images/field/fagus_grandifolia/13291670642991.jpg
wb1087-08-3.jpg,Tsuga canadensis,lab,21,dataset/images/lab/tsuga_canadensis/wb1087-08-3.jpg
pi2477-10-1.jpg,Robinia pseudo-acacia,lab,17,dataset/images/lab/robinia_pseudo-acacia/pi2477-10-1.jpg
wb1414-07-2.jpg,Castanea dentata,lab,5,dataset/images/lab/castanea_dentata/wb1414-07-2.jpg
ny1152-01-4.jpg,Eucommia ulmoides,lab,8,dataset/images/lab/eucommia_ulmoides/ny1152-01-4.jpg
pi1077-02-2.jpg,Ulmus rubra,lab,29,dataset/images/lab/ulmus_rubra/pi1077-02-2.jpg
pi0014-08-2.jpg,Cercis canadensis,lab,7,dataset/images/lab/cercis_canadensis/pi0014-08-2.jpg
wb1413-02-3.jpg,Castanea dentata,lab,5,dataset/images/lab/castanea_dentata/wb1413-02-3.jpg
pi2615-05-1.jpg,Ulmus rubra,lab,29,dataset/images/lab/ulmus_rubra/pi2615-05-1.jpg
ny1022-03-3.jpg,Larix decidua,lab,11,dataset/images/lab/larix_decidua/ny1022-03-3.jpg
wb1003-03-2.jpg,Fagus grandifolia,lab,9,dataset/images/lab/fagus_grandifolia/wb1003-03-2.jpg
ny1152-29-3.jpg,Eucommia ulmoides,lab,8,dataset/images/lab/eucommia_ulmoides/ny1152-29-3.jpg
13291788885422.jpg,Castanea dentata,field,5,dataset/images/field/castanea_dentata/13291788885422.jpg
ny1031-05-2.jpg,Toona sinensis,lab,20,dataset/images/lab/toona_sinensis/ny1031-05-2.jpg
1258480850_0009.jpg,Betula jacqemontii,field,3,dataset/images/field/betula_jacqemontii/1258480850_0009.jpg
1259039526_0010.jpg,Betula jacqemontii,field,3,dataset/images/field/betula_jacqemontii/1259039526_0010.jpg
ny1140-02-1.jpg,Tilia cordata,lab,19,dataset/images/lab/tilia_cordata/ny1140-02-1.jpg
13001305199475.jpg,Chionanthus virginicus,field,27,dataset/images/field/chionanthus_virginicus/13001305199475.jpg
13291717340268.jpg,Ulmus glabra,field,22,dataset/images/field/ulmus_glabra/13291717340268.jpg
wb1163-04-3.jpg,Populus deltoides,lab,16,dataset/images/lab/populus_deltoides/wb1163-04-3.jpg
ny1157-24-3.jpg,Abies concolor,lab,0,dataset/images/lab/abies_concolor/ny1157-24-3.jpg
ny1178-01-2.jpg,Abies concolor,lab,0,dataset/images/lab/abies_concolor/ny1178-01-2.jpg
